,From,To,Connection
33549,3367,2895,1
33550,645,2414,1
33551,645,2895,1
33552,645,3367,1
33556,6248,169,1
33557,6248,3882,1
33559,6248,4598,1
33560,6248,4899,1
33561,5602,1907,1
33569,1119,8744,1
33571,8905,263,1
33572,8905,322,1
33573,8905,757,1
33574,8905,1206,1
33575,8905,1298,1
33576,8905,1324,1
33577,8905,1336,1
33578,8905,1613,1
33579,8905,1746,1
33580,8905,1795,1
33581,8905,2078,1
33582,8905,2253,1
33583,8905,2352,1
33584,8905,2366,1
33585,8905,2511,1
33586,8905,2513,1
33587,8905,2778,1
33588,8905,2808,1
33589,8905,3057,1
33590,8905,3913,1
33591,8905,5606,1
33592,8905,5748,1
33593,8905,6483,1
33595,8905,7576,1
33596,8905,7910,1
33597,8905,8731,1
33599,5911,1791,1
33600,5911,2769,1
33601,5911,4153,1
33603,5911,7913,1
33605,8791,296,1
33606,8791,6202,1
33607,296,6202,1
33608,296,8791,1
33616,3405,1679,1
33618,3405,4442,1
33619,3405,5366,1
33621,6923,4636,1
33622,6923,5032,1
33623,6923,7838,1
33624,1470,830,1
33625,1470,1458,1
33626,1470,3439,1
33627,1470,4874,1
33628,1470,6956,1
33631,426,1532,1
33632,426,1596,1
33633,426,2260,1
33634,3167,4154,1
33638,1006,984,1
33639,1006,3485,1
33641,6540,3061,1
33642,6540,3807,1
33643,6540,6243,1
33644,6540,6616,1
33645,6540,6839,1
33646,6540,7709,1
33647,6540,9310,1
33648,6540,9359,1
33649,6540,9703,1
33650,6701,2870,1
33651,6701,6713,1
33652,6701,6769,1
33653,6701,7055,1
33654,7055,2870,1
33656,7055,6701,1
33657,7055,6713,1
33658,7055,6769,1
33659,2849,559,1
33660,2849,1351,1
33661,2849,4313,1
33662,2849,5567,1
33663,2849,5568,1
33664,5567,2849,1
33665,5567,5568,1
33668,6226,3774,1
33671,613,490,1
33672,613,2874,1
33673,613,4705,1
33674,613,8124,1
33675,613,8716,1
33681,5631,171,1
33682,5631,5154,1
33683,5631,7074,1
33684,7074,171,1
33687,2472,651,1
33689,2472,3495,1
33690,2472,4111,1
33691,2472,4636,1
33692,2472,4710,1
33693,2472,4989,1
33694,2472,6178,1
33695,2472,6514,1
33696,2472,7807,1
33697,2472,7838,1
33698,2472,8753,1
33699,7838,651,1
33700,7838,2472,1
33703,4818,45,1
33704,4818,1292,1
33705,4818,2549,1
33706,4818,2991,1
33707,4818,3297,1
33708,4818,3337,1
33709,4818,3562,1
33710,4818,5361,1
33711,4818,5799,1
33712,4818,5878,1
33713,4818,8773,1
33714,4818,9373,1
33715,4818,9441,1
33717,2286,1411,1
33718,2286,3543,1
33719,2286,8020,1
33720,2286,9600,1
33721,2286,9602,1
33722,5727,431,1
33723,5727,2892,1
33724,5727,6066,1
33725,5727,6698,1
33726,1521,3737,1
33727,1521,6798,1
33728,3737,1521,1
33729,3737,6798,1
33732,466,5600,1
33733,466,7961,1
33735,7961,1956,1
33736,7961,2793,1
33740,4909,4486,1
33741,4909,7121,1
33742,4909,9442,1
33744,6287,7671,1
33746,8275,167,1
33747,8275,2968,1
33748,8275,4791,1
33749,8275,8269,1
33751,9786,4859,1
33752,9786,5555,1
33753,9786,5841,1
33755,3000,3965,1
33756,3000,4768,1
33757,3000,5895,1
33758,3109,2251,1
33759,3109,4153,1
33761,3109,5682,1
33762,3109,6519,1
33763,3109,7078,1
33764,3109,8362,1
33765,8364,5872,1
33766,8364,6480,1
33767,8364,8361,1
33768,6480,1476,1
33769,6480,5872,1
33770,6480,7969,1
33771,6480,8361,1
33772,6480,8364,1
33773,8137,904,1
33774,8137,984,1
33775,8137,3485,1
33778,6963,4462,1
33779,6963,7817,1
33780,7061,5008,1
33783,4923,2028,1
33784,4923,2099,1
33785,4923,3362,1
33786,4923,4474,1
33787,4923,5560,1
33788,4923,5739,1
33789,4923,6669,1
33790,4923,8375,1
33791,4923,8934,1
33792,4923,9074,1
33793,4923,9780,1
33794,4923,9869,1
33795,1823,264,1
33796,1823,1214,1
33799,6796,2123,1
33800,6796,2940,1
33801,6796,3549,1
33802,6796,3881,1
33803,6796,4425,1
33804,6796,4662,1
33805,6796,8262,1
33806,6796,9409,1
33807,4335,2722,1
33808,4335,3095,1
33809,4335,6136,1
33811,6144,509,1
33812,6144,3293,1
33813,6144,6145,1
33814,6144,6607,1
33815,6144,6781,1
33816,6144,7589,1
33817,6144,7895,1
33818,6144,9391,1
33822,3232,4153,1
33825,3232,8181,1
33826,3232,8907,1
33829,8171,4404,1
33830,8171,4824,1
33831,8171,6035,1
33832,8171,6628,1
33834,8171,9088,1
33836,7072,94,1
33837,7072,1095,1
33838,7072,1941,1
33839,7072,2410,1
33841,7072,3207,1
33842,7072,3934,1
33843,7072,3966,1
33844,7072,4266,1
33845,7072,4359,1
33846,7072,4471,1
33847,7072,4546,1
33848,7072,7062,1
33849,7072,7424,1
33850,7072,8012,1
33851,7072,8539,1
33852,7072,8934,1
33853,7072,9509,1
33854,8951,1108,1
33856,8951,1351,1
33857,8951,2002,1
33858,8951,2852,1
33860,8951,4313,1
33862,8951,6591,1
33863,8951,7276,1
33864,8951,7376,1
33865,8951,8247,1
33866,8951,8318,1
33867,8951,8712,1
33868,8951,8722,1
33869,8951,8815,1
33870,2910,4764,1
33872,9555,2358,1
33875,990,4550,1
33876,990,8339,1
33877,4550,990,1
33878,4550,8339,1
33881,1543,785,1
33882,1543,1091,1
33883,1543,1554,1
33884,1543,2266,1
33885,1543,2567,1
33886,1543,2699,1
33887,1543,4944,1
33888,1543,7580,1
33890,1554,785,1
33891,1554,1164,1
33892,1554,1543,1
33893,1554,2266,1
33894,1554,2567,1
33895,2266,785,1
33896,2266,1091,1
33897,2266,1543,1
33899,2266,2567,1
33900,9248,2229,1
33901,9248,3333,1
33902,9248,6276,1
33903,9248,8898,1
33904,2229,3333,1
33909,488,1429,1
33910,488,3063,1
33912,488,4044,1
33913,488,6884,1
33914,488,7790,1
33915,488,8223,1
33917,1888,649,1
33918,1888,2084,1
33919,1888,2096,1
33920,1888,4115,1
33921,1888,7833,1
33922,1888,8888,1
33923,1888,9405,1
33924,2096,40,1
33925,2096,350,1
33926,2096,1888,1
33927,2096,4115,1
33928,4115,1888,1
33930,5327,1624,1
33932,5327,3668,1
33933,9447,2463,1
33934,9447,3706,1
33935,9447,6404,1
33937,3301,7289,1
33938,3301,8182,1
33939,3301,9457,1
33940,9457,3125,1
33941,9457,3301,1
33942,9457,4259,1
33944,9457,7803,1
33945,9457,8182,1
33946,3292,181,1
33947,3292,8210,1
33948,8210,181,1
33949,8210,2462,1
33950,8210,3292,1
33951,8210,4805,1
33952,181,95,1
33953,181,2407,1
33955,181,7173,1
33957,181,9346,1
33959,2204,1362,1
33960,2204,1907,1
33961,2204,2518,1
33962,2204,3108,1
33963,2204,4237,1
33964,2204,6426,1
33965,2204,6694,1
33966,2204,7461,1
33967,2204,8103,1
33968,2154,1449,1
33969,2154,5447,1
33970,2154,5622,1
33971,2154,8081,1
33972,2154,8389,1
33973,5111,263,1
33974,5111,757,1
33975,5111,1336,1
33976,5111,1795,1
33977,5111,2352,1
33979,1192,5080,1
33984,5480,1979,1
33986,2991,4818,1
33988,9453,9534,1
33993,8440,5488,1
33994,8440,5589,1
33995,8440,8561,1
34000,4189,5008,1
34002,290,80,1
34003,290,2113,1
34004,290,8147,1
34005,3393,1060,1
34007,3393,8460,1
34009,3393,9260,1
34012,6113,4526,1
34015,1212,5064,1
34017,4114,6899,1
34019,164,6901,1
34020,164,8862,1
34021,164,9064,1
34023,1695,1364,1
34024,1695,2209,1
34025,1695,2518,1
34026,1695,2946,1
34027,1695,3027,1
34028,1695,3481,1
34029,1695,3970,1
34030,1695,4179,1
34031,1695,4363,1
34032,1695,4485,1
34033,1695,4772,1
34034,1695,5906,1
34035,1695,6397,1
34036,1695,6463,1
34037,1695,6924,1
34038,1695,7104,1
34039,1695,7466,1
34040,1695,7762,1
34042,1695,7953,1
34043,1695,8058,1
34044,1695,8189,1
34045,1695,8733,1
34046,8189,1695,1
34047,8189,1907,1
34048,8189,2025,1
34049,8189,2209,1
34050,8189,2518,1
34051,8189,3020,1
34052,8189,3693,1
34053,8189,4772,1
34054,8189,5205,1
34055,8189,6220,1
34056,8189,7104,1
34057,8189,7408,1
34058,8189,7762,1
34059,8189,8224,1
34060,8189,8733,1
34061,3076,5839,1
34062,3076,7892,1
34063,3076,9367,1
34064,3076,9417,1
34065,3076,9454,1
34066,9417,717,1
34067,9417,828,1
34068,9417,1753,1
34069,9417,3076,1
34070,9417,4958,1
34071,9417,5259,1
34072,9417,6185,1
34073,9417,6999,1
34074,9417,7761,1
34075,9417,7892,1
34076,9417,9454,1
34077,7953,1421,1
34078,7953,1695,1
34079,7953,1941,1
34080,7953,2209,1
34081,7953,4076,1
34082,7953,4179,1
34084,7953,6924,1
34085,7953,8058,1
34086,7953,8909,1
34089,7612,263,1
34090,7612,1879,1
34091,7612,2786,1
34092,7612,2805,1
34093,7612,3022,1
34094,7612,3366,1
34095,7612,6667,1
34097,7612,6971,1
34098,7612,7160,1
34099,7612,8739,1
34100,7612,9724,1
34102,4118,4402,1
34103,4118,7792,1
34104,4402,4118,1
34105,4402,5537,1
34106,4402,5849,1
34107,4402,5882,1
34108,4402,7177,1
34109,4402,7792,1
34112,3636,2583,1
34113,3636,3156,1
34114,3636,4576,1
34115,3636,6355,1
34116,3636,8548,1
34117,3636,8551,1
34118,3636,8624,1
34119,9836,4292,1
34121,2468,6458,1
34122,2468,8753,1
34124,518,1391,1
34125,518,1811,1
34126,518,5643,1
34128,1811,587,1
34132,1630,711,1
34133,1630,1952,1
34134,1630,2410,1
34135,1630,2434,1
34136,1630,3095,1
34137,1630,5151,1
34138,1630,5453,1
34139,1630,6471,1
34140,1630,6815,1
34141,1630,7424,1
34142,1630,9333,1
34143,1630,9701,1
34146,765,295,1
34147,765,687,1
34148,765,3425,1
34149,765,9416,1
34150,765,9615,1
34151,3777,242,1
34152,3777,4652,1
34153,3777,4664,1
34154,3777,4706,1
34155,3777,6446,1
34156,3777,6640,1
34157,3777,7917,1
34158,3777,8355,1
34159,3777,9173,1
34160,7917,3777,1
34162,8001,5053,1
34164,2954,1150,1
34165,2954,2756,1
34167,8065,1364,1
34168,8065,2732,1
34169,8065,2763,1
34170,8065,2786,1
34171,8065,3631,1
34172,8065,3656,1
34173,8065,5095,1
34174,8065,5197,1
34175,8065,5774,1
34176,8065,5871,1
34177,8065,6278,1
34178,8065,7149,1
34179,8065,7656,1
34180,8065,8021,1
34181,8065,8048,1
34182,8065,8866,1
34184,8660,3719,1
34185,8660,4055,1
34186,8893,670,1
34187,8893,1098,1
34188,8893,1490,1
34189,8893,2567,1
34190,8893,3481,1
34191,8893,4179,1
34192,8893,5363,1
34193,8893,8663,1
34194,5861,520,1
34195,5861,4547,1
34196,6465,4092,1
34197,6465,8499,1
34198,8499,4092,1
34200,8499,8950,1
34201,8499,9035,1
34202,4826,459,1
34203,4826,2817,1
34204,4826,6382,1
34205,4826,8818,1
34206,4826,9848,1
34209,5373,3629,1
34210,5373,6393,1
34211,5373,7538,1
34212,5373,8611,1
34213,5373,9138,1
34214,7538,3629,1
34216,6393,3629,1
34217,6393,5373,1
34218,6393,8611,1
34220,3365,8740,1
34224,1167,4290,1
34226,8535,920,1
34228,8535,2031,1
34229,8535,2647,1
34230,8535,2687,1
34231,8535,5264,1
34232,8535,7756,1
34233,8535,8314,1
34234,8535,9080,1
34235,8535,9490,1
34236,8535,9513,1
34237,8836,8897,1
34240,189,1126,1
34241,189,1331,1
34242,189,1843,1
34243,189,2778,1
34244,189,3361,1
34245,189,6512,1
34246,189,6572,1
34247,189,6847,1
34248,189,7226,1
34249,189,8415,1
34250,1843,189,1
34251,1843,2462,1
34252,1843,2778,1
34253,1843,8415,1
34254,936,3466,1
34255,936,4371,1
34256,936,6884,1
34257,936,7744,1
34258,936,8769,1
34259,936,9196,1
34260,7744,936,1
34261,7744,1892,1
34262,7744,2836,1
34263,7744,3466,1
34264,7744,3526,1
34265,7744,4907,1
34266,7744,7084,1
34267,7744,8480,1
34268,7744,8769,1
34269,3361,189,1
34270,3361,6512,1
34271,3361,6572,1
34272,3361,6847,1
34273,3361,7226,1
34274,6512,189,1
34275,6512,1814,1
34276,6512,3361,1
34277,6512,6572,1
34278,6512,6847,1
34279,6512,7226,1
34280,6512,7397,1
34281,6512,9203,1
34282,6572,189,1
34283,6572,3361,1
34284,6572,6512,1
34285,6572,6847,1
34286,6572,7226,1
34287,6847,189,1
34288,6847,3361,1
34289,6847,6512,1
34290,6847,6572,1
34291,6847,7226,1
34297,2836,1892,1
34298,2836,3526,1
34299,2836,4907,1
34300,2836,7084,1
34301,2836,7744,1
34302,2836,8480,1
34303,3526,1892,1
34304,3526,2836,1
34305,3526,4907,1
34306,3526,7084,1
34307,3526,7744,1
34308,3526,8480,1
34309,4907,1892,1
34310,4907,2836,1
34311,4907,3526,1
34312,4907,7084,1
34313,4907,7744,1
34314,4907,8480,1
34315,7084,1892,1
34316,7084,2709,1
34317,7084,2836,1
34318,7084,3526,1
34319,7084,4907,1
34320,7084,7708,1
34321,7084,7744,1
34322,7084,8252,1
34323,7084,8480,1
34324,8480,2836,1
34325,8480,3526,1
34326,8480,4907,1
34327,8480,7084,1
34329,295,765,1
34331,295,9615,1
34332,3947,4631,1
34333,3947,7458,1
34334,3947,7810,1
34335,3947,7975,1
34336,4631,198,1
34338,4631,3947,1
34339,4631,7458,1
34340,4631,7810,1
34341,4631,7975,1
34342,7458,3947,1
34343,7458,4631,1
34344,7458,7975,1
34345,7975,2099,1
34346,7975,2762,1
34347,7975,2806,1
34348,7975,3947,1
34349,7975,4583,1
34350,7975,4592,1
34353,7975,7106,1
34354,7975,7326,1
34356,7975,8806,1
34357,7975,8816,1
34359,8992,4661,1
34361,8992,6159,1
34362,8992,6846,1
34363,8992,7150,1
34364,8992,9554,1
34365,2424,2544,1
34366,2424,3967,1
34367,2424,4413,1
34369,2424,4479,1
34370,2424,7749,1
34371,2424,8220,1
34373,2424,8684,1
34375,5880,474,1
34377,7140,2564,1
34378,7140,7734,1
34381,1585,1368,1
34382,1585,1756,1
34383,1585,2028,1
34384,1585,2062,1
34385,1585,2312,1
34387,1585,4653,1
34388,1585,7842,1
34389,8610,129,1
34390,8610,984,1
34392,8610,5502,1
34393,8610,5771,1
34394,8610,6112,1
34395,8610,6372,1
34396,4358,978,1
34398,4199,1488,1
34399,4199,7438,1
34400,4199,7439,1
34401,7438,4199,1
34402,7438,7439,1
34403,7438,7768,1
34404,7438,9261,1
34405,7439,4199,1
34407,8452,1758,1
34409,8452,2963,1
34410,8452,8340,1
34411,1159,132,1
34412,1159,2861,1
34414,1159,4014,1
34415,1159,4999,1
34416,1159,5176,1
34418,5176,1159,1
34420,26,179,1
34423,7644,2626,1
34424,7644,3537,1
34426,7644,8702,1
34427,3337,45,1
34428,3337,1263,1
34429,3337,1825,1
34430,3337,3544,1
34431,3337,3562,1
34432,3337,4324,1
34433,3337,4818,1
34434,3337,5361,1
34435,3337,5878,1
34436,3337,6280,1
34437,3337,9317,1
34438,3337,9441,1
34439,1666,806,1
34440,1666,2611,1
34441,1666,2882,1
34442,1666,3258,1
34443,1666,4471,1
34444,1666,4688,1
34445,1666,5346,1
34446,1666,6971,1
34447,1666,7372,1
34448,1666,8917,1
34449,7372,806,1
34450,7372,1666,1
34451,7372,6971,1
34453,7324,921,1
34454,7324,1488,1
34457,5045,131,1
34458,5045,798,1
34459,5045,1667,1
34460,5045,5348,1
34461,5045,6241,1
34462,5045,6621,1
34463,5045,6807,1
34464,5045,9095,1
34465,5291,1935,1
34466,5291,5447,1
34467,5291,8016,1
34468,8016,1935,1
34471,5616,1617,1
34472,5616,1688,1
34473,5616,1691,1
34474,5616,6478,1
34475,5616,7380,1
34476,5616,7469,1
34477,5616,8234,1
34478,5616,8976,1
34479,5616,9282,1
34480,7380,1219,1
34481,7380,1489,1
34482,7380,1617,1
34483,7380,1688,1
34484,7380,1691,1
34485,7380,5616,1
34486,7380,6478,1
34487,7380,7025,1
34488,7380,7469,1
34489,7380,8234,1
34490,7380,8976,1
34491,7380,9181,1
34492,7380,9282,1
34493,367,3855,1
34494,367,5649,1
34495,367,7254,1
34497,7254,3855,1
34499,1909,5399,1
34502,3750,1014,1
34504,3750,2053,1
34505,3750,2190,1
34506,3750,3035,1
34507,3750,3268,1
34508,3750,3432,1
34509,3750,3524,1
34510,3750,4014,1
34511,3750,4266,1
34512,3750,5151,1
34513,3750,5336,1
34514,3750,5864,1
34515,3750,6546,1
34516,3750,8301,1
34517,3750,8753,1
34518,3750,8934,1
34519,3750,9603,1
34520,3750,9604,1
34521,1905,2703,1
34523,9641,94,1
34526,9641,871,1
34527,9641,1436,1
34528,9641,1781,1
34529,9641,3512,1
34530,9641,3938,1
34531,9641,5792,1
34532,9641,6397,1
34533,9641,6463,1
34535,1191,2629,1
34536,1191,4728,1
34540,6690,1209,1
34541,6690,7076,1
34542,6690,8185,1
34543,7076,727,1
34544,7076,1133,1
34545,7076,1209,1
34547,7076,1781,1
34548,7076,1908,1
34549,7076,2434,1
34550,7076,2669,1
34551,7076,4035,1
34552,7076,5137,1
34553,7076,5298,1
34554,7076,5792,1
34555,7076,5864,1
34556,7076,6220,1
34558,7076,7024,1
34559,7076,7938,1
34560,7076,9781,1
34561,4839,1315,1
34562,4839,1361,1
34563,4839,1983,1
34564,4839,2970,1
34565,4839,4341,1
34566,4839,8281,1
34567,4839,8959,1
34568,4839,8983,1
34569,1095,651,1
34570,1095,1952,1
34571,1095,2028,1
34572,1095,2197,1
34573,1095,2622,1
34574,1095,3207,1
34575,1095,3578,1
34576,1095,4033,1
34577,1095,4715,1
34578,1095,4989,1
34579,1095,5048,1
34581,1095,5114,1
34582,1095,7072,1
34583,1095,7360,1
34584,1095,7424,1
34586,1095,7787,1
34587,4202,300,1
34588,4202,3228,1
34589,4202,6349,1
34590,4202,7668,1
34591,4202,9285,1
34593,268,287,1
34594,268,345,1
34595,268,785,1
34596,268,857,1
34597,268,1768,1
34598,268,2067,1
34599,268,2445,1
34600,268,2611,1
34601,268,6942,1
34602,268,7510,1
34603,268,8371,1
34604,8429,5034,1
34606,9450,1017,1
34610,1830,392,1
34612,1830,5855,1
34613,1830,5963,1
34614,4300,653,1
34615,4300,2685,1
34616,4300,3356,1
34617,4300,7786,1
34618,7786,653,1
34619,7786,3356,1
34620,7786,4300,1
34621,1741,1942,1
34622,1741,4845,1
34623,1741,4856,1
34624,1741,6776,1
34625,1741,8297,1
34626,889,545,1
34627,889,2217,1
34629,889,7299,1
34630,4096,4144,1
34631,4096,4321,1
34632,4096,4372,1
34633,4096,4517,1
34634,4096,6178,1
34635,4096,6361,1
34636,4096,9342,1
34637,4096,9573,1
34638,3960,9175,1
34643,113,222,1
34644,113,1508,1
34645,113,1664,1
34646,113,1748,1
34647,113,1753,1
34648,113,3015,1
34649,113,3276,1
34650,113,4001,1
34651,113,4784,1
34653,113,5701,1
34654,113,6185,1
34655,113,6859,1
34656,113,8355,1
34657,113,9173,1
34658,113,9191,1
34659,2608,4174,1
34660,2608,8288,1
34661,2608,8453,1
34662,4174,2608,1
34663,4174,8288,1
34666,3932,4299,1
34667,3932,8549,1
34669,4299,5307,1
34670,4299,7731,1
34671,4299,8060,1
34672,4299,8549,1
34675,5498,6197,1
34677,9560,5095,1
34678,9560,8632,1
34679,9560,8866,1
34680,9560,8947,1
34683,6341,3723,1
34684,6341,5630,1
34686,6341,6396,1
34687,6341,7668,1
34688,3723,3720,1
34689,3723,5630,1
34690,3723,5969,1
34693,1205,450,1
34694,1205,1689,1
34695,1205,2343,1
34697,1205,4233,1
34698,1205,5025,1
34699,1205,5736,1
34700,1205,5895,1
34701,1205,8333,1
34702,1205,8667,1
34703,1205,9414,1
34704,3807,6243,1
34705,3807,6540,1
34707,3807,9310,1
34708,3807,9515,1
34709,3807,9703,1
34710,7260,246,1
34711,7260,309,1
34712,7260,578,1
34713,7260,1012,1
34714,7260,1498,1
34715,7260,1926,1
34716,7260,2067,1
34717,7260,2220,1
34718,7260,2762,1
34719,7260,2818,1
34720,7260,4231,1
34721,7260,4362,1
34722,7260,4896,1
34723,7260,5066,1
34724,7260,5103,1
34725,7260,5343,1
34726,7260,6140,1
34727,7260,6772,1
34728,7260,6819,1
34729,7260,7391,1
34730,7260,8816,1
34731,7260,8911,1
34733,8577,1346,1
34734,8577,5930,1
34735,5930,1346,1
34736,5930,8577,1
34740,4462,1733,1
34741,4462,3038,1
34742,4462,3698,1
34743,4462,4653,1
34744,4462,5301,1
34746,4462,7772,1
34747,4462,9533,1
34749,3633,5757,1
34750,3633,5764,1
34752,7348,222,1
34753,7348,970,1
34754,7348,4956,1
34755,7348,6149,1
34756,7348,7687,1
34757,7348,9339,1
34759,6832,287,1
34760,6832,444,1
34761,6832,1907,1
34762,6832,2160,1
34763,6832,2987,1
34764,6832,3207,1
34765,6832,3506,1
34766,6832,4107,1
34767,6832,4235,1
34768,6832,4439,1
34769,6832,6136,1
34770,6832,6271,1
34771,6832,6577,1
34772,6832,6746,1
34773,6832,6859,1
34774,6832,7038,1
34777,6832,9298,1
34780,8327,4991,1
34781,8327,7313,1
34782,8327,9142,1
34786,5443,3794,1
34787,5443,3795,1
34788,5443,4512,1
34789,5443,5886,1
34790,5443,7086,1
34791,5443,7942,1
34792,5443,9742,1
34794,8072,651,1
34795,8072,1472,1
34796,8072,3091,1
34797,8072,3966,1
34798,8072,4896,1
34799,8072,5685,1
34800,8072,6975,1
34801,8072,7062,1
34802,8072,7201,1
34803,8072,9509,1
34804,9509,651,1
34805,9509,1472,1
34806,9509,3966,1
34807,9509,7062,1
34808,9509,7072,1
34809,9509,7201,1
34810,9509,8072,1
34811,9790,1946,1
34812,9790,3321,1
34813,9790,3543,1
34816,9790,7013,1
34817,9790,8529,1
34818,9790,9323,1
34819,5158,455,1
34820,5158,5517,1
34821,5158,5860,1
34822,5158,6606,1
34823,5158,7023,1
34824,5158,7645,1
34826,2896,4542,1
34827,2896,4902,1
34828,2896,6554,1
34829,2896,7300,1
34830,2896,7721,1
34831,2896,9043,1
34832,2896,9452,1
34833,2966,1020,1
34834,2966,1209,1
34835,2966,1999,1
34836,2966,3108,1
34837,2966,5792,1
34838,2966,6437,1
34839,2966,6458,1
34840,2966,9492,1
34842,2904,4589,1
34843,2904,5053,1
34845,2582,3431,1
34846,2582,3951,1
34847,2582,4535,1
34848,2582,6316,1
34849,2582,7899,1
34850,2582,8603,1
34851,2582,9578,1
34852,7899,2582,1
34854,4007,1448,1
34855,4007,1910,1
34856,4007,2739,1
34858,3397,3374,1
34859,3397,4945,1
34861,5510,5743,1
34862,5743,490,1
34863,5743,627,1
34865,5743,4776,1
34866,5743,4883,1
34869,8068,1109,1
34870,8068,1490,1
34871,8068,1722,1
34872,8068,2112,1
34874,8068,2982,1
34875,8068,3953,1
34876,8068,4231,1
34877,8068,7721,1
34878,8068,8085,1
34879,8068,8991,1
34880,8068,9050,1
34882,8068,9338,1
34884,31,4135,1
34885,31,7419,1
34886,4135,31,1
34887,4135,491,1
34888,4135,541,1
34890,4135,2649,1
34891,4135,3488,1
34892,4135,4782,1
34893,4135,5089,1
34894,4135,5290,1
34895,4135,5577,1
34896,4135,7419,1
34899,7426,620,1
34902,534,5700,1
34903,534,6511,1
34904,534,7016,1
34905,5700,534,1
34906,5700,1228,1
34907,5700,2369,1
34908,5700,6472,1
34909,5700,6511,1
34910,5700,7016,1
34911,6511,534,1
34912,6511,1229,1
34913,6511,2496,1
34914,6511,2510,1
34915,6511,5700,1
34916,6511,7016,1
34917,6511,7865,1
34918,3091,43,1
34919,3091,651,1
34920,3091,737,1
34921,3091,1014,1
34922,3091,1908,1
34923,3091,2703,1
34924,3091,2882,1
34925,3091,2913,1
34926,3091,3065,1
34927,3091,4022,1
34928,3091,4266,1
34930,3091,6437,1
34931,3091,6703,1
34934,3091,7107,1
34935,3091,8072,1
34936,3091,8336,1
34937,3091,8859,1
34938,3091,9076,1
34939,3091,9092,1
34940,3091,9492,1
34941,2067,268,1
34942,2067,287,1
34943,2067,444,1
34944,2067,811,1
34945,2067,1768,1
34946,2067,1824,1
34948,2067,2762,1
34949,2067,3027,1
34950,2067,5823,1
34951,2067,7096,1
34952,2067,7260,1
34953,2067,7510,1
34954,1912,3341,1
34955,1912,4148,1
34957,1912,6823,1
34959,4693,5649,1
34961,5960,2579,1
34962,5960,7609,1
34965,8746,1887,1
34967,6070,108,1
34968,6070,224,1
34971,5748,785,1
34972,5748,2567,1
34973,5748,2713,1
34974,5748,3199,1
34975,5748,6002,1
34976,5748,6859,1
34977,5748,6942,1
34978,5748,7027,1
34979,5748,7872,1
34980,5748,7933,1
34981,5748,8663,1
34983,5748,8905,1
34984,5748,9184,1
34985,5748,9298,1
34986,7933,3347,1
34987,7933,5326,1
34988,7933,5748,1
34989,7933,6859,1
34990,7933,7872,1
34991,7933,8133,1
34992,7933,9298,1
34993,7933,9870,1
34994,1463,735,1
34995,1463,1061,1
34996,1463,3693,1
34998,1463,8456,1
35001,370,4579,1
35002,370,6343,1
35003,370,8508,1
35004,370,9651,1
35005,4579,370,1
35007,4579,4088,1
35008,4579,6343,1
35009,4579,7201,1
35010,4579,8508,1
35011,4579,9651,1
35013,6343,728,1
35014,6343,1061,1
35016,6343,6397,1
35017,6343,8508,1
35018,6343,8726,1
35020,2081,423,1
35021,2081,1118,1
35023,8643,3537,1
35024,8643,8702,1
35025,8702,1887,1
35026,8702,2080,1
35027,8702,2362,1
35028,8702,2367,1
35029,8702,3537,1
35030,8702,4341,1
35031,8702,4452,1
35032,8702,6391,1
35034,8702,7837,1
35036,8702,8674,1
35037,8702,9387,1
35041,1404,152,1
35042,1404,2548,1
35045,3911,7964,1
35047,612,6424,1
35048,784,1186,1
35049,784,8477,1
35052,5746,165,1
35054,5746,5364,1
35055,5746,5730,1
35056,5746,9059,1
35057,5746,9181,1
35060,6236,5519,1
35061,4823,5016,1
35062,4823,7150,1
35065,86,1243,1
35066,86,1283,1
35067,86,3264,1
35069,1243,1283,1
35070,1243,3264,1
35071,1243,4384,1
35072,1243,4547,1
35073,1243,5104,1
35074,1243,5110,1
35075,1243,5906,1
35076,1243,8724,1
35077,2506,1662,1
35078,2506,3840,1
35079,2506,4342,1
35080,2506,4664,1
35081,2506,4958,1
35082,2506,6110,1
35083,2506,8415,1
35084,4664,1662,1
35085,4664,2295,1
35086,4664,2462,1
35087,4664,2506,1
35088,4664,2709,1
35089,4664,3429,1
35090,4664,3777,1
35091,4664,3840,1
35092,4664,6110,1
35093,4664,6446,1
35094,4664,8355,1
35095,4664,8415,1
35096,6110,1662,1
35097,6110,2506,1
35098,6110,3840,1
35099,6110,4664,1
35100,6110,8415,1
35101,6692,182,1
35102,6692,714,1
35103,6692,1704,1
35104,6692,2195,1
35105,6692,2680,1
35106,6692,5416,1
35107,6692,5684,1
35108,6692,5731,1
35109,6692,5994,1
35110,6692,6514,1
35111,6692,6673,1
35112,6692,6835,1
35113,6692,6905,1
35114,6692,9763,1
35115,9763,2680,1
35116,9763,3814,1
35117,9763,5894,1
35119,5788,627,1
35120,627,191,1
35121,627,215,1
35122,627,588,1
35123,627,768,1
35124,627,950,1
35125,627,1054,1
35126,627,2122,1
35127,627,2413,1
35128,627,3661,1
35129,627,3679,1
35130,627,3775,1
35131,627,4696,1
35132,627,4776,1
35133,627,4883,1
35134,627,4982,1
35135,627,5069,1
35136,627,5512,1
35137,627,5743,1
35139,627,6017,1
35140,627,6635,1
35141,627,6776,1
35142,627,7113,1
35143,627,7220,1
35144,627,7628,1
35145,627,7858,1
35146,627,8135,1
35147,627,8833,1
35148,627,8910,1
